"filename", "language", "XML", "C#", "ASP.NET Razor", "JavaScript", "JSON", "PostCSS", "Markdown", "Properties", "JSON with Comments", "comment", "blank", "total"
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Shared\_LayoutPublic.cshtml", "ASP.NET Razor", 0, 0, 501, 0, 0, 0, 0, 0, 0, 0, 62, 563
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Shared\_ValidationScriptsPartial.cshtml", "ASP.NET Razor", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\UserValidation\Login.cshtml", "ASP.NET Razor", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 18, 179
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Usuario\Create.cshtml", "ASP.NET Razor", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 16, 154
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Usuario\Delete.cshtml", "ASP.NET Razor", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 15, 143
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Usuario\Edit.cshtml", "ASP.NET Razor", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 22, 191
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Usuario\Index.cshtml", "ASP.NET Razor", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 11, 152
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Usuario\Listar.cshtml", "ASP.NET Razor", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 4, 82
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\_ViewImports.cshtml", "ASP.NET Razor", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\_ViewStart.cshtml", "ASP.NET Razor", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\bebeController1\listar.cshtml", "ASP.NET Razor", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 4, 108
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\bebe\Registrar.cshtml", "ASP.NET Razor", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 4, 137
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\bebe\listar.cshtml", "ASP.NET Razor", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 3, 77
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\appsettings.Development.json", "JSON", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\appsettings.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\bin\Debug\net8.0\ProyectoCalidadSoftware.deps.json", "JSON", 0, 0, 0, 0, 2508, 0, 0, 0, 0, 0, 0, 2508
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\bin\Debug\net8.0\ProyectoCalidadSoftware.runtimeconfig.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 19
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\bin\Debug\net8.0\ProyectoCalidadSoftware.staticwebassets.endpoints.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\bin\Debug\net8.0\ProyectoCalidadSoftware.staticwebassets.runtime.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\bin\Debug\net8.0\appsettings.Development.json", "JSON", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\bin\Debug\net8.0\appsettings.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\ApiEndpoints.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\ProyectoCalidadSoftware.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 5, 24
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\ProyectoCalidadSoftware.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 87, 374
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\ProyectoCalidadSoftware.GlobalUsings.g.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\ProyectoCalidadSoftware.RazorAssemblyInfo.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 0, 0, 10, 5, 19
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\ProyectoCalidadSoftware.sourcelink.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\rjimswa.dswa.cache.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\rjsmcshtml.dswa.cache.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\rjsmrazor.dswa.cache.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\rpswa.dswa.cache.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\scopedcss\Views\Shared\_Layout.cshtml.rz.scp.css", "PostCSS", 0, 0, 0, 0, 0, 38, 0, 0, 0, 2, 9, 49
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\scopedcss\bundle\ProyectoCalidadSoftware.styles.css", "PostCSS", 0, 0, 0, 0, 0, 38, 0, 0, 0, 3, 9, 50
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\scopedcss\projectbundle\ProyectoCalidadSoftware.bundle.scp.css", "PostCSS", 0, 0, 0, 0, 0, 38, 0, 0, 0, 3, 9, 50
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\staticwebassets.build.endpoints.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\staticwebassets.build.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Debug\net8.0\staticwebassets.development.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\ProyectoCalidadSoftware.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 0, 321, 0, 0, 0, 0, 0, 0, 321
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\ProyectoCalidadSoftware.csproj.nuget.g.props", "XML", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\ProyectoCalidadSoftware.csproj.nuget.g.targets", "XML", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Release\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Release\net8.0\ProyectoCalidadSoftware.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 5, 24
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Release\net8.0\ProyectoCalidadSoftware.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 37, 166
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Release\net8.0\ProyectoCalidadSoftware.GlobalUsings.g.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\Release\net8.0\ProyectoCalidadSoftware.RazorAssemblyInfo.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 0, 0, 10, 5, 19
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\obj\project.assets.json", "JSON", 0, 0, 0, 0, 5994, 0, 0, 0, 0, 0, 0, 5994
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\css\site.css", "PostCSS", 0, 0, 0, 0, 0, 91, 0, 0, 0, 4, 18, 113
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\css\staff-styles.css", "PostCSS", 0, 0, 0, 0, 0, 737, 0, 0, 0, 21, 117, 875
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\css\styles.css", "PostCSS", 0, 0, 0, 0, 0, 1201, 0, 0, 0, 42, 194, 1437
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\js\script.js", "JavaScript", 0, 0, 0, 333, 0, 0, 0, 0, 0, 37, 72, 442
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\js\staff-script.js", "JavaScript", 0, 0, 0, 300, 0, 0, 0, 0, 0, 24, 64, 388
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.css", "PostCSS", 0, 0, 0, 0, 0, 3855, 0, 0, 0, 7, 1135, 4997
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.css", "PostCSS", 0, 0, 0, 0, 0, 3855, 0, 0, 0, 7, 1134, 4996
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.css", "PostCSS", 0, 0, 0, 0, 0, 347, 0, 0, 0, 16, 64, 427
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 8
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.css", "PostCSS", 0, 0, 0, 0, 0, 353, 0, 0, 0, 8, 63, 424
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 8
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.css", "PostCSS", 0, 0, 0, 0, 0, 3729, 0, 0, 0, 9, 1128, 4866
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.css", "PostCSS", 0, 0, 0, 0, 0, 3725, 0, 0, 0, 7, 1125, 4857
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap.css", "PostCSS", 0, 0, 0, 0, 0, 9453, 0, 0, 0, 27, 1741, 11221
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.css", "PostCSS", 0, 0, 0, 0, 0, 9455, 0, 0, 0, 7, 1735, 11197
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.min.css", "PostCSS", 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.js", "JavaScript", 0, 0, 0, 4846, 0, 0, 0, 0, 0, 584, 1351, 6781
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.js", "JavaScript", 0, 0, 0, 3418, 0, 0, 0, 0, 0, 495, 1065, 4978
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\js\bootstrap.js", "JavaScript", 0, 0, 0, 3457, 0, 0, 0, 0, 0, 501, 1069, 5027
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\bootstrap\dist\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.js", "JavaScript", 0, 0, 0, 306, 0, 0, 0, 0, 0, 76, 54, 436
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 8
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery-validation\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 5, 23
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery-validation\dist\additional-methods.js", "JavaScript", 0, 0, 0, 1113, 0, 0, 0, 0, 0, 258, 141, 1512
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery-validation\dist\additional-methods.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 4
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery-validation\dist\jquery.validate.js", "JavaScript", 0, 0, 0, 1235, 0, 0, 0, 0, 0, 184, 242, 1661
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery-validation\dist\jquery.validate.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 4
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery\dist\jquery.js", "JavaScript", 0, 0, 0, 6895, 0, 0, 0, 0, 0, 1911, 2076, 10882
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\wwwroot\lib\jquery\dist\jquery.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"Total", "-", 138, 10054, 12907, 21910, 15324, 36971, 18, 506, 16, 5096, 17733, 120673
